,Field Position,Result
16,99.0,Punt
17,52.0,Punt
18,90.0,Touchdown
19,68.0,Punt
20,67.0,Punt
21,73.0,Punt
22,93.0,Punt
23,56.0,Touchdown
24,66.0,Punt
25,78.0,Field Goal
0,76.0,Touchdown
1,75.0,Touchdown
2,64.0,Field Goal
3,80.0,Interception
4,4.0,Downs
5,70.0,Punt
6,60.0,Field Goal
7,80.0,Field Goal
8,76.0,End of Half
9,80.0,Punt
10,81.0,Touchdown
11,80.0,Punt
12,89.0,Missed FG
13,73.0,Missed FG
14,64.0,Field Goal
15,75.0,Interception
16,18.0,Field Goal
17,92.0,Interception
0,63.0,Field Goal
1,19.0,Touchdown
2,68.0,Punt
3,73.0,Fumble
4,64.0,Punt
5,80.0,Punt
6,90.0,Punt
7,51.0,Punt
8,79.0,Touchdown
9,60.0,Touchdown
10,70.0,Fumble
11,98.0,End of Half
12,80.0,Punt
13,72.0,Touchdown
14,77.0,Punt
15,81.0,Field Goal
16,69.0,Touchdown
17,60.0,Touchdown
18,62.0,Interception
19,60.0,Punt
0,96.0,Punt
1,8.0,Touchdown
2,78.0,Touchdown
3,74.0,Field Goal
4,80.0,Touchdown
5,68.0,Punt
6,72.0,Fumble
7,44.0,Touchdown
8,80.0,Punt
9,90.0,Field Goal
10,73.0,End of Half
11,73.0,Field Goal
12,74.0,Touchdown
13,74.0,Downs
14,83.0,Interception
15,52.0,Punt
16,65.0,Touchdown
17,72.0,Downs
18,66.0,Punt
19,86.0,Interception
0,78.0,Punt
1,67.0,Punt
2,66.0,Punt
3,69.0,Punt
4,81.0,Touchdown
5,60.0,Punt
6,87.0,Missed FG
7,68.0,Touchdown
8,62.0,End of Half
9,80.0,Fumble
10,60.0,Touchdown
11,80.0,Touchdown
12,79.0,Fumble
13,51.0,Touchdown
14,75.0,Punt
15,71.0,Interception
16,23.0,Touchdown
17,80.0,Downs
18,56.0,Punt
19,99.0,Interception
0,77.0,Punt
1,56.0,Interception
2,80.0,Punt
3,85.0,Punt
4,56.0,Punt
5,99.0,Punt
6,52.0,Touchdown
7,,
8,64.0,Field Goal
9,81.0,Punt
10,76.0,Punt
11,81.0,Touchdown
12,67.0,End of Half
13,,
14,78.0,Punt
15,82.0,Punt
16,60.0,Interception
17,93.0,Field Goal
18,83.0,Downs
19,99.0,Punt
20,40.0,Touchdown
21,76.0,Punt
22,77.0,Touchdown
23,63.0,End of Half
24,73.0,Punt
0,61.0,Touchdown
1,74.0,Punt
2,99.0,Touchdown
3,32.0,Touchdown
4,85.0,Field Goal
5,90.0,Touchdown
6,79.0,Punt
7,72.0,Punt
8,65.0,End of Half
9,75.0,Interception
10,30.0,Touchdown
11,80.0,Punt
12,82.0,Field Goal
13,,
14,39.0,Punt
15,96.0,Interception
16,49.0,Punt
17,91.0,Downs
0,80.0,Interception
1,28.0,Field Goal
2,80.0,Punt
3,80.0,Fumble
4,27.0,Touchdown
5,70.0,Missed FG
6,70.0,Punt
7,65.0,Punt
8,71.0,Punt
9,97.0,Punt
10,73.0,Touchdown
11,80.0,Punt
12,83.0,Field Goal
13,95.0,Punt
14,57.0,Field Goal
15,66.0,Punt
16,80.0,Punt
17,97.0,Interception
18,74.0,Punt
19,46.0,Punt
20,90.0,Punt
21,52.0,Touchdown
22,74.0,Downs
23,71.0,Downs
0,84.0,Punt
1,61.0,Fumble
2,71.0,Punt
3,52.0,Touchdown
4,79.0,Punt
5,63.0,Touchdown
6,,
7,4.0,Touchdown
8,32.0,Interception
9,73.0,Touchdown
10,64.0,Interception
11,86.0,Touchdown
12,57.0,Downs
13,60.0,End of Half
14,65.0,Punt
15,68.0,Punt
16,47.0,Field Goal
17,61.0,Punt
18,80.0,Field Goal
19,70.0,Touchdown
20,80.0,Downs
0,72.0,Touchdown
1,81.0,Interception
2,9.0,Field Goal
3,88.0,Punt
4,99.0,Field Goal
5,76.0,Touchdown
6,68.0,Field Goal
7,80.0,Touchdown
8,70.0,Punt
9,50.0,Field Goal
10,,
11,80.0,Punt
12,58.0,Punt
13,80.0,Punt
14,54.0,Field Goal
15,82.0,Punt
16,80.0,Touchdown
17,80.0,Punt
18,89.0,Punt
19,85.0,Touchdown
20,80.0,Punt
21,74.0,Interception
0,76.0,Punt
1,80.0,Punt
2,74.0,Punt
3,77.0,Punt
4,80.0,Downs
5,59.0,Downs
6,47.0,Touchdown
7,74.0,Fumble
8,26.0,Field Goal
9,71.0,Punt
10,65.0,Punt
11,83.0,Punt
12,79.0,Punt
13,80.0,Interception
14,45.0,Interception
15,80.0,End of Half
16,,
17,,
18,34.0,Missed FG
19,63.0,Field Goal
20,74.0,Touchdown
21,79.0,Punt
22,62.0,Punt
23,82.0,Punt
24,80.0,Field Goal
25,85.0,Punt
26,30.0,Touchdown
27,86.0,Punt
28,55.0,Punt
29,75.0,Field Goal
30,,
31,90.0,Punt
0,70.0,Punt
1,82.0,Blocked FG
2,82.0,Interception
3,63.0,Touchdown
4,68.0,Punt
5,80.0,Touchdown
6,61.0,Punt
7,93.0,Touchdown
8,,
9,60.0,Touchdown
10,66.0,End of Half
11,57.0,Punt
12,89.0,Punt
13,63.0,Touchdown
14,65.0,Punt
15,88.0,Field Goal
16,77.0,Interception
17,65.0,Punt
18,77.0,Punt
19,17.0,Downs
0,,
1,25.0,Touchdown
2,75.0,"Blocked Punt, Downs"
3,30.0,Field Goal
4,75.0,Punt
5,72.0,Punt
6,88.0,Punt
7,99.0,Fumble
8,38.0,Touchdown
9,68.0,Punt
10,70.0,Interception
11,52.0,Touchdown
12,43.0,Missed FG
13,59.0,Field Goal
14,,
15,73.0,Punt
16,57.0,Missed FG
17,65.0,Punt
18,86.0,Punt
19,45.0,Punt
20,80.0,Punt
21,56.0,Touchdown
22,66.0,Touchdown
23,85.0,Interception
24,36.0,Touchdown
25,71.0,Missed FG
26,64.0,Downs
0,80.0,Punt
1,94.0,Punt
2,72.0,Punt
3,81.0,Punt
4,91.0,Touchdown
5,80.0,Punt
6,93.0,Punt
7,43.0,Field Goal
8,80.0,End of Half
9,80.0,Interception
10,39.0,Field Goal
11,65.0,Touchdown
12,69.0,Punt
13,74.0,Punt
14,75.0,Touchdown
15,75.0,Touchdown
16,80.0,Punt
17,72.0,Touchdown
18,80.0,Touchdown
0,80.0,Fumble
1,31.0,Touchdown
2,80.0,Touchdown
3,80.0,Downs
4,28.0,Field Goal
5,80.0,Punt
6,47.0,Punt
7,80.0,Punt
8,53.0,Punt
9,80.0,Field Goal
10,80.0,Punt
11,71.0,Punt
12,63.0,Punt
13,98.0,Interception
14,83.0,End of Half
15,83.0,Field Goal
16,80.0,Fumble
17,13.0,Touchdown
18,74.0,Touchdown
19,65.0,Field Goal
20,85.0,Punt
21,85.0,Touchdown
22,77.0,Interception
0,86.0,Field Goal
1,42.0,Field Goal
2,80.0,Fumble
3,31.0,Missed FG
4,61.0,Touchdown
5,76.0,Touchdown
6,71.0,Field Goal
7,80.0,Touchdown
8,80.0,End of Half
9,66.0,Missed FG
10,80.0,Punt
11,61.0,Punt
12,81.0,Punt
13,54.0,Punt
14,86.0,Punt
15,63.0,Field Goal
16,59.0,Touchdown
17,70.0,End of Half
18,83.0,Punt
19,64.0,Fumble
20,64.0,Missed FG
21,63.0,Punt
22,91.0,Interception
23,97.0,Punt
0,80.0,Punt
1,70.0,Punt
2,92.0,Field Goal
3,78.0,Interception
4,78.0,Fumble
5,25.0,Touchdown
6,64.0,Field Goal
7,73.0,Punt
8,85.0,Touchdown
9,83.0,Field Goal
10,62.0,Punt
11,91.0,Punt
12,62.0,Punt
13,88.0,Punt
14,74.0,Punt
15,90.0,Punt
16,87.0,Interception
17,10.0,Field Goal
18,80.0,Interception
19,61.0,Punt
20,73.0,Touchdown
21,40.0,Fumble
22,66.0,Punt
0,72.0,Field Goal
1,75.0,Field Goal
2,76.0,Punt
3,89.0,Punt
4,64.0,Punt
5,88.0,Punt
6,52.0,Touchdown
7,80.0,Punt
8,55.0,Touchdown
9,86.0,End of Half
10,80.0,Touchdown
11,73.0,Punt
12,80.0,Touchdown
13,80.0,Missed FG
14,71.0,Punt
15,87.0,Touchdown
16,80.0,Touchdown
17,80.0,Missed FG
18,67.0,Fumble
0,80.0,Punt
1,80.0,Field Goal
2,63.0,Interception
3,57.0,Missed FG
4,71.0,Touchdown
5,69.0,Punt
6,93.0,Punt
7,53.0,Touchdown
8,49.0,Touchdown
9,63.0,Fumble
10,41.0,Missed FG
11,67.0,End of Half
12,82.0,Interception
13,10.0,Field Goal
14,68.0,Punt
15,77.0,Punt
16,57.0,Field Goal
17,34.0,Field Goal
18,69.0,Punt
19,37.0,Interception
20,80.0,Punt
21,55.0,Touchdown
22,72.0,Interception
23,37.0,Punt
24,99.0,Interception
0,77.0,Fumble
1,47.0,Touchdown
2,71.0,Punt
3,89.0,Punt
4,42.0,Field Goal
5,87.0,Touchdown
6,80.0,Punt
7,46.0,Touchdown
8,85.0,Punt
9,64.0,Punt
10,65.0,Touchdown
11,75.0,End of Half
12,79.0,Fumble
13,52.0,Punt
14,86.0,Punt
15,79.0,Field Goal
16,91.0,Punt
17,33.0,Field Goal
18,80.0,Field Goal
19,90.0,Punt
20,66.0,Touchdown
21,81.0,Downs
0,75.0,Punt
1,80.0,Punt
2,96.0,Punt
3,46.0,Downs
4,86.0,Interception
5,57.0,Touchdown
6,77.0,Punt
7,53.0,Fumble
8,59.0,Punt
9,85.0,Punt
10,56.0,Punt
11,99.0,Punt
12,30.0,Field Goal
13,73.0,Touchdown
14,80.0,Punt
15,79.0,Punt
16,75.0,Punt
17,63.0,Punt
18,76.0,Punt
19,65.0,Missed FG
20,69.0,Missed FG
21,61.0,Punt
22,88.0,Field Goal
23,69.0,Punt
24,88.0,Touchdown
0,80.0,Touchdown
1,72.0,Punt
2,82.0,Touchdown
3,79.0,Punt
4,53.0,Touchdown
5,64.0,Missed FG
6,58.0,Touchdown
7,80.0,Fumble
8,83.0,Touchdown
9,73.0,Missed FG
10,22.0,Field Goal
11,80.0,Punt
12,60.0,Touchdown
13,84.0,Downs
14,99.0,Punt
15,38.0,Touchdown
16,66.0,Touchdown
17,83.0,Touchdown
18,42.0,Punt
19,80.0,Downs
20,38.0,Downs
21,69.0,Touchdown
0,79.0,Punt
1,80.0,Punt
2,80.0,Field Goal
3,71.0,Touchdown
4,74.0,Punt
5,64.0,Field Goal
6,60.0,Interception
7,75.0,Punt
8,44.0,Field Goal
9,74.0,Field Goal
10,63.0,Downs
11,71.0,Touchdown
12,58.0,Touchdown
13,85.0,Touchdown
14,73.0,Touchdown
15,76.0,Punt
16,74.0,Punt
17,80.0,Punt
18,80.0,Downs
19,58.0,Interception
20,80.0,Fumble
21,21.0,Missed FG
22,75.0,Interception
0,52.0,Touchdown
1,77.0,Touchdown
2,83.0,Punt
3,90.0,Punt
4,33.0,Punt
5,90.0,Field Goal
6,77.0,Field Goal
7,80.0,Touchdown
8,80.0,Punt
9,70.0,Downs
10,84.0,Punt
11,88.0,End of Half
12,80.0,Interception
13,56.0,Punt
14,80.0,Field Goal
15,80.0,Interception
16,32.0,Field Goal
17,79.0,Fumble
18,17.0,Field Goal
19,80.0,Punt
20,11.0,Field Goal
21,79.0,Touchdown
22,39.0,Missed FG
23,80.0,Downs
24,10.0,Touchdown
25,82.0,Downs
0,78.0,Field Goal
1,60.0,Punt
2,87.0,Punt
3,66.0,Touchdown
4,74.0,Punt
5,83.0,Field Goal
6,67.0,Touchdown
7,79.0,Punt
8,80.0,Punt
9,94.0,Punt
10,96.0,Punt
11,61.0,End of Half
12,87.0,Punt
13,80.0,Punt
14,80.0,Punt
15,64.0,Touchdown
16,85.0,Punt
17,36.0,Punt
18,93.0,Punt
19,72.0,Punt
20,73.0,Field Goal
21,80.0,Punt
22,71.0,Punt
23,81.0,Punt
24,76.0,Touchdown
25,85.0,Field Goal
26,70.0,Punt
0,74.0,Punt
1,70.0,Touchdown
2,64.0,Punt
3,58.0,Field Goal
4,69.0,Punt
5,80.0,Punt
6,80.0,Field Goal
7,77.0,Punt
8,82.0,Punt
9,51.0,Punt
10,86.0,End of Half
11,78.0,Touchdown
12,71.0,Punt
13,60.0,Punt
14,67.0,Missed FG
15,80.0,Touchdown
16,71.0,Touchdown
17,60.0,Punt
18,89.0,Interception
19,53.0,Touchdown
20,41.0,Touchdown
21,80.0,Touchdown
22,33.0,Field Goal
0,88.0,Touchdown
1,80.0,Punt
2,63.0,Touchdown
3,74.0,Interception
4,37.0,Touchdown
5,77.0,Punt
6,77.0,Touchdown
7,81.0,Punt
8,58.0,Touchdown
9,74.0,Touchdown
10,81.0,Punt
11,81.0,Touchdown
12,82.0,Punt
13,87.0,Interception
14,28.0,Touchdown
15,80.0,Punt
16,63.0,Field Goal
17,76.0,End of Half
18,56.0,Touchdown
19,71.0,Touchdown
20,70.0,Interception
21,80.0,Punt
22,80.0,Punt
23,84.0,Touchdown
24,80.0,Punt
25,88.0,Punt
0,47.0,Punt
1,88.0,Punt
2,59.0,Punt
3,61.0,Field Goal
4,80.0,Interception
5,46.0,Field Goal
6,74.0,Punt
7,94.0,Interception
8,67.0,Punt
9,86.0,End of Half
10,70.0,Field Goal
11,80.0,Punt
12,60.0,Touchdown
13,78.0,Punt
14,78.0,Punt
15,80.0,Punt
16,82.0,Punt
17,67.0,Downs
18,49.0,Punt
0,80.0,Punt
1,50.0,Touchdown
2,80.0,Punt
3,88.0,Field Goal
4,80.0,Field Goal
5,77.0,Fumble
6,85.0,Punt
7,51.0,Touchdown
8,84.0,Punt
9,58.0,Fumble
10,49.0,Punt
11,18.0,Field Goal
12,25.0,Field Goal
13,82.0,Punt
14,73.0,Punt
15,73.0,Punt
16,80.0,Punt
17,71.0,Punt
18,86.0,Touchdown
19,77.0,Punt
20,76.0,Punt
21,79.0,Field Goal
22,80.0,Interception
23,79.0,Interception
24,85.0,Punt
25,80.0,Punt
0,81.0,Punt
1,29.0,Field Goal
2,78.0,Punt
3,84.0,Punt
4,95.0,Punt
5,81.0,Punt
6,67.0,Touchdown
7,78.0,Touchdown
8,83.0,Punt
9,48.0,Field Goal
10,69.0,End of Half
11,65.0,Missed FG
12,57.0,Punt
13,92.0,Touchdown
14,84.0,Punt
15,55.0,Punt
16,91.0,Fumble
17,22.0,Field Goal
18,78.0,Field Goal
19,79.0,Fumble
20,43.0,Touchdown
21,91.0,Punt
22,73.0,Touchdown
23,77.0,Interception
24,10.0,Field Goal
25,72.0,Touchdown
0,62.0,Touchdown
1,89.0,Touchdown
2,78.0,Touchdown
3,74.0,Interception
4,34.0,Touchdown
5,80.0,Interception
6,90.0,Missed FG
7,76.0,Punt
8,56.0,Touchdown
9,60.0,Field Goal
10,68.0,Touchdown
11,86.0,Fumble
12,64.0,Interception
13,49.0,Touchdown
14,74.0,Punt
15,49.0,Touchdown
16,76.0,Missed FG
17,67.0,Punt
18,80.0,Interception
19,36.0,Touchdown
0,77.0,Punt
1,72.0,Field Goal
2,65.0,Punt
3,89.0,Punt
4,85.0,Touchdown
5,75.0,Punt
6,76.0,Punt
7,89.0,Punt
8,56.0,Touchdown
9,90.0,Fumble
10,35.0,Touchdown
11,77.0,Punt
12,74.0,Punt
13,72.0,Punt
14,72.0,Interception
15,28.0,Punt
16,95.0,Punt
17,33.0,Punt
18,80.0,Interception
19,54.0,Touchdown
20,80.0,Punt
21,86.0,Punt
22,84.0,Punt
23,83.0,Fumble
24,76.0,Downs
25,41.0,Touchdown
0,78.0,Punt
1,62.0,Field Goal
2,92.0,Touchdown
3,82.0,Punt
4,81.0,Missed FG
5,59.0,Interception
6,80.0,Punt
7,68.0,Touchdown
8,81.0,End of Half
9,72.0,Punt
10,64.0,Punt
11,90.0,Fumble
12,83.0,Interception
13,48.0,Punt
14,89.0,Interception
15,19.0,Field Goal
16,74.0,Fumble
17,57.0,Punt
18,76.0,Interception
19,35.0,Missed FG
20,59.0,Touchdown
21,80.0,Field Goal
22,87.0,Touchdown
23,80.0,Interception
0,63.0,Punt
1,98.0,Touchdown
2,80.0,Field Goal
3,60.0,Punt
4,94.0,Punt
5,80.0,Punt
6,66.0,Punt
7,96.0,Fumble
8,14.0,Touchdown
9,66.0,End of Half
10,80.0,Punt
11,57.0,Punt
12,96.0,Safety
13,70.0,Punt
14,90.0,Fumble
15,19.0,Touchdown
16,80.0,Touchdown
17,71.0,Touchdown
18,60.0,Punt
19,80.0,Touchdown
20,95.0,Interception
21,48.0,Punt
0,73.0,Punt
1,69.0,Punt
2,83.0,Field Goal
3,73.0,Punt
4,67.0,Fumble
5,65.0,Punt
6,72.0,Punt
7,78.0,Field Goal
8,69.0,Punt
9,80.0,Touchdown
10,78.0,Interception
11,53.0,Touchdown
12,,
13,73.0,Touchdown
14,70.0,Punt
15,84.0,Punt
16,91.0,Punt
17,67.0,Punt
18,65.0,Downs
19,42.0,Touchdown
20,79.0,Downs
21,59.0,Downs
0,79.0,Punt
1,63.0,Punt
2,82.0,Field Goal
3,80.0,Touchdown
4,70.0,Field Goal
5,80.0,Touchdown
6,80.0,Punt
7,42.0,Touchdown
8,69.0,Touchdown
9,75.0,Touchdown
10,60.0,Field Goal
11,80.0,Touchdown
12,74.0,Fumble
13,52.0,Interception
14,95.0,Fumble
15,56.0,Missed FG
16,80.0,Field Goal
17,42.0,Interception
0,84.0,Punt
1,34.0,Fumble
2,88.0,Punt
3,79.0,Touchdown
4,75.0,Punt
5,73.0,Field Goal
6,80.0,Field Goal
7,63.0,Interception
8,79.0,Punt
9,61.0,Missed FG
10,80.0,Field Goal
11,76.0,Field Goal
12,80.0,Punt
13,81.0,Punt
14,94.0,Field Goal
15,74.0,Field Goal
16,68.0,Interception
17,41.0,Punt
18,91.0,Punt
19,78.0,Missed FG
20,67.0,Punt
0,69.0,Field Goal
1,80.0,Punt
2,80.0,Punt
3,80.0,Punt
4,92.0,Punt
5,38.0,Touchdown
6,80.0,Punt
7,68.0,Touchdown
8,86.0,Punt
9,80.0,Punt
10,80.0,Punt
11,99.0,Downs
12,80.0,Touchdown
13,80.0,Field Goal
14,80.0,Punt
15,53.0,Punt
16,90.0,Punt
17,75.0,Punt
18,62.0,Field Goal
19,79.0,Downs
20,42.0,Touchdown
0,84.0,Punt
1,67.0,Punt
2,52.0,Touchdown
3,80.0,Field Goal
4,93.0,Field Goal
5,47.0,Touchdown
6,90.0,Punt
7,54.0,Field Goal
8,80.0,Punt
9,68.0,Field Goal
10,84.0,End of Half
11,75.0,Punt
12,37.0,Touchdown
13,72.0,Punt
14,94.0,Punt
15,58.0,Touchdown
16,80.0,Punt
17,76.0,Field Goal
18,77.0,Interception
19,87.0,Punt
20,60.0,Downs
21,45.0,Touchdown
0,77.0,Punt
1,72.0,Fumble
2,62.0,Punt
3,80.0,Punt
4,62.0,Downs
5,47.0,Punt
6,80.0,Touchdown
7,61.0,Punt
8,79.0,Punt
9,69.0,Punt
10,90.0,End of Half
11,68.0,Punt
12,94.0,Missed FG
13,69.0,Punt
14,66.0,Touchdown
15,74.0,Downs
16,44.0,Punt
17,82.0,Interception
18,7.0,Touchdown
19,69.0,Downs
20,61.0,Punt
21,91.0,Downs
0,89.0,Interception
1,32.0,Touchdown
2,87.0,Punt
3,82.0,Touchdown
4,69.0,Touchdown
5,65.0,Touchdown
6,85.0,Touchdown
7,65.0,End of Half
8,73.0,Punt
9,93.0,Punt
10,79.0,Touchdown
11,76.0,Interception
12,61.0,Field Goal
13,73.0,Touchdown
14,77.0,Punt
15,73.0,Touchdown
16,85.0,Punt
17,74.0,Interception
0,80.0,Punt
1,45.0,Punt
2,86.0,Punt
3,68.0,Touchdown
4,80.0,Field Goal
5,87.0,Punt
6,76.0,Fumble
7,23.0,Field Goal
8,83.0,Interception
9,13.0,Field Goal
10,87.0,Punt
11,80.0,Blocked FG
12,92.0,Field Goal
13,68.0,Touchdown
14,67.0,Fumble
15,27.0,Touchdown
16,60.0,Punt
17,73.0,Punt
18,90.0,Touchdown
19,61.0,Interception
20,60.0,Fumble
21,60.0,Field Goal
22,62.0,Interception
0,69.0,Touchdown
1,68.0,Punt
2,83.0,Punt
3,70.0,Touchdown
4,73.0,Interception
5,40.0,Missed FG
6,58.0,Punt
7,87.0,Touchdown
8,73.0,Punt
9,52.0,Interception
10,85.0,Punt
11,54.0,Touchdown
12,75.0,Punt
13,71.0,End of Half
14,72.0,Touchdown
15,81.0,Punt
16,55.0,Punt
17,95.0,Punt
18,53.0,Touchdown
19,71.0,Punt
20,78.0,Punt
21,39.0,Touchdown
22,80.0,Punt
23,91.0,Punt
0,71.0,Punt
1,81.0,Punt
2,80.0,Punt
3,43.0,Field Goal
4,71.0,Touchdown
5,82.0,Punt
6,63.0,Touchdown
7,83.0,Touchdown
8,67.0,Field Goal
9,76.0,Punt
10,89.0,Interception
11,26.0,Touchdown
12,58.0,Touchdown
13,87.0,Touchdown
14,70.0,Missed FG
15,64.0,Touchdown
16,74.0,Punt
17,84.0,Touchdown
18,69.0,Interception
19,12.0,Touchdown
20,80.0,Downs
0,80.0,Touchdown
1,76.0,Interception
2,31.0,Field Goal
3,80.0,Punt
4,58.0,Touchdown
5,80.0,Downs
6,79.0,Punt
7,82.0,Field Goal
8,81.0,Field Goal
9,76.0,Field Goal
10,68.0,Touchdown
11,80.0,Field Goal
12,88.0,Punt
13,15.0,Touchdown
14,80.0,Downs
15,65.0,Fumble
16,84.0,Interception
17,39.0,Touchdown
18,80.0,Punt
19,62.0,Fumble
20,89.0,Touchdown
21,76.0,Missed FG
0,81.0,Punt
1,91.0,Punt
2,92.0,Punt
3,61.0,Punt
4,90.0,Interception
5,77.0,Field Goal
6,53.0,Interception
7,97.0,Punt
8,63.0,Touchdown
9,69.0,Missed FG
10,66.0,End of Half
11,69.0,Touchdown
12,70.0,Punt
13,89.0,Interception
14,37.0,Missed FG
15,80.0,Punt
16,14.0,Touchdown
17,68.0,Punt
18,93.0,Punt
19,24.0,Field Goal
20,,
21,75.0,Punt
22,58.0,Punt
23,80.0,Punt
24,53.0,Punt
25,94.0,Safety
26,75.0,Punt
27,85.0,Punt
0,80.0,Field Goal
1,75.0,Touchdown
2,61.0,Punt
3,89.0,Field Goal
4,75.0,Field Goal
5,71.0,Touchdown
6,69.0,End of Half
7,73.0,Interception
8,34.0,Field Goal
9,73.0,Punt
10,96.0,Punt
11,63.0,Punt
12,88.0,Touchdown
13,66.0,Field Goal
14,76.0,Punt
15,74.0,Punt
16,69.0,Touchdown
17,73.0,Fumble
0,78.0,Touchdown
1,66.0,Punt
2,78.0,Field Goal
3,61.0,Punt
4,77.0,Punt
5,78.0,Punt
6,82.0,Field Goal
7,,
8,80.0,Fumble
9,81.0,Punt
10,80.0,Touchdown
11,69.0,Punt
12,80.0,Field Goal
13,79.0,Fumble
14,23.0,Field Goal
15,80.0,Field Goal
16,44.0,Interception
17,94.0,Punt
18,54.0,Field Goal
19,,
20,48.0,Punt
21,96.0,Punt
22,66.0,Punt
0,75.0,Downs
1,65.0,Punt
2,77.0,Punt
3,80.0,Punt
4,78.0,Punt
5,96.0,Interception
6,25.0,Touchdown
7,73.0,Punt
8,71.0,Touchdown
9,71.0,Punt
10,77.0,End of Half
11,80.0,Punt
12,66.0,Field Goal
13,70.0,Punt
14,91.0,Punt
15,70.0,Punt
16,91.0,Punt
17,36.0,Interception
18,95.0,Field Goal
19,87.0,Interception
0,83.0,Touchdown
1,71.0,Touchdown
2,63.0,Punt
3,82.0,Punt
4,82.0,Punt
5,77.0,Punt
6,83.0,Punt
7,87.0,Punt
8,65.0,End of Half
9,74.0,Touchdown
10,74.0,Punt
11,66.0,Punt
12,78.0,Punt
13,76.0,Punt
14,95.0,Interception
15,9.0,Field Goal
16,28.0,Field Goal
17,85.0,Punt
18,69.0,Field Goal
19,74.0,Punt
20,89.0,Punt
0,73.0,Punt
1,66.0,Punt
2,50.0,Field Goal
3,79.0,Touchdown
4,73.0,Punt
5,59.0,Touchdown
6,65.0,Touchdown
7,53.0,Punt
8,59.0,Field Goal
9,81.0,Punt
10,46.0,Interception
11,63.0,Touchdown
12,77.0,End of Half
13,54.0,Touchdown
14,69.0,Punt
15,88.0,Field Goal
16,69.0,Field Goal
17,82.0,Punt
18,76.0,Field Goal
19,75.0,Punt
20,68.0,Touchdown
0,75.0,Field Goal
1,89.0,Punt
2,68.0,Punt
3,85.0,Field Goal
4,72.0,Punt
5,85.0,Fumble
6,80.0,Touchdown
7,80.0,End of Half
8,68.0,Punt
9,75.0,Punt
10,80.0,Touchdown
11,80.0,Touchdown
12,93.0,Downs
13,58.0,Punt
14,90.0,Touchdown
15,49.0,Field Goal
0,88.0,Punt
1,85.0,Punt
2,92.0,Punt
3,47.0,Punt
4,96.0,Punt
5,41.0,Field Goal
6,80.0,Punt
7,79.0,Interception
8,36.0,Field Goal
9,76.0,Touchdown
10,55.0,Punt
11,55.0,Touchdown
12,80.0,End of Half
13,81.0,Punt
14,68.0,Punt
15,93.0,Punt
16,72.0,Punt
17,87.0,Punt
18,91.0,Punt
19,72.0,Punt
20,80.0,Punt
21,74.0,Punt
22,77.0,Touchdown
0,81.0,Touchdown
1,77.0,Touchdown
2,75.0,Punt
3,64.0,Touchdown
4,87.0,Punt
5,49.0,Fumble
6,90.0,Punt
7,60.0,Touchdown
8,74.0,Field Goal
9,76.0,Punt
10,42.0,Field Goal
11,71.0,End of Half
12,72.0,Interception
13,32.0,Missed FG
14,64.0,Interception
15,79.0,Punt
16,90.0,Punt
17,83.0,Downs
18,75.0,Field Goal
19,70.0,Field Goal
20,69.0,Interception
21,44.0,Punt
0,72.0,Touchdown
1,48.0,Downs
2,62.0,"Blocked FG, Downs"
3,62.0,Punt
4,76.0,Blocked Punt
5,74.0,Touchdown
6,69.0,Punt
7,80.0,Touchdown
8,72.0,Interception
9,52.0,Fumble
10,43.0,Field Goal
11,71.0,Touchdown
12,80.0,Punt
13,80.0,Punt
14,79.0,Punt
15,86.0,Punt
16,71.0,Touchdown
17,71.0,Fumble
18,22.0,Touchdown
19,67.0,Interception
20,64.0,Punt
21,87.0,Touchdown
22,80.0,Touchdown
23,56.0,Downs
24,51.0,Punt
0,,
1,60.0,Field Goal
2,81.0,Punt
3,65.0,Touchdown
4,67.0,Punt
5,87.0,Interception
6,89.0,Interception
7,54.0,Punt
8,74.0,Fumble
9,26.0,Missed FG
10,58.0,Touchdown
11,80.0,Field Goal
12,,
13,72.0,Touchdown
14,86.0,Punt
15,44.0,Field Goal
16,76.0,Punt
17,30.0,Missed FG
18,60.0,Interception
19,80.0,Punt
20,80.0,Field Goal
21,80.0,Field Goal
22,77.0,Downs
23,46.0,Touchdown
24,67.0,Downs
0,80.0,Touchdown
1,61.0,Punt
2,80.0,Field Goal
3,80.0,Touchdown
4,80.0,Field Goal
5,80.0,Touchdown
6,75.0,Punt
7,71.0,Touchdown
8,80.0,Punt
9,60.0,Field Goal
10,,
11,23.0,Field Goal
12,76.0,End of Half
13,73.0,Punt
14,88.0,Fumble
15,31.0,Touchdown
16,84.0,Punt
17,80.0,Missed FG
18,65.0,Touchdown
19,75.0,Field Goal
20,76.0,Punt
21,79.0,Punt
22,50.0,Touchdown
23,80.0,Punt
24,59.0,Touchdown
25,59.0,Punt
26,66.0,Downs
0,78.0,Touchdown
1,55.0,Field Goal
2,80.0,Interception
3,75.0,Interception
4,60.0,Field Goal
5,90.0,Punt
6,58.0,Field Goal
7,74.0,Punt
8,86.0,Punt
9,65.0,Touchdown
10,75.0,End of Half
11,67.0,Field Goal
12,73.0,Interception
13,80.0,Punt
14,70.0,Punt
15,81.0,Downs
16,61.0,Touchdown
17,66.0,Fumble
18,33.0,Field Goal
19,79.0,Punt
20,59.0,Punt
21,66.0,Interception
0,80.0,Missed FG
1,62.0,Fumble
2,38.0,Touchdown
3,68.0,Field Goal
